len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label
1458,1,1458,1,670,1,4270,1,1458,1,1458,1,1458,1,52,-1,0.06103515625,0.15592575073242188,0.06413459777832031,0.04291534423828125,0.00095367431640625,0.04601478576660156,0.05412101745605469,51473,52,4270,22,10,8,21,2.9320716857910156,0.3459453582763672,0,1,0,0,0,1,443,52538,streaming
4270,1,52,-1,1458,1,1458,1,4270,1,52,-1,1288,1,4270,1,0.04601478576660156,0.014066696166992188,0.3209114074707031,0.0629425048828125,0.09703636169433594,0.26297569274902344,0.06318092346191406,62846,52,4270,25,7,7,24,3.078937530517578,0.7131099700927734,0,1,0,0,0,1,443,52538,streaming
52,-1,52,-1,1456,-1,1458,1,4270,1,1458,1,1458,1,4270,1,0.052928924560546875,0.2999305725097656,0.1800060272216797,0.05817413330078125,0.06198883056640625,0.0019073486328125,0.05888938903808594,62228,52,4270,24,8,7,23,2.2728443145751953,0.4649162292480469,0,1,0,0,0,1,443,52538,streaming
2864,1,1458,1,52,-1,52,-1,169,-1,876,1,2864,1,2864,1,0.05984306335449219,0.010013580322265625,0.44798851013183594,0.43392181396484375,0.3180503845214844,0.0021457672119140625,0.05888938903808594,75706,52,5676,25,7,6,25,2.8579235076904297,0.44798851013183594,0,1,0,0,0,1,443,52538,streaming
4270,1,2864,1,2864,1,1458,1,2864,1,2864,1,4270,1,2864,1,0.05602836608886719,0.05602836608886719,0.06008148193359375,0.00095367431640625,0.06008148193359375,0.06198883056640625,0.06103515625,65844,52,4270,24,8,8,23,1.4150142669677734,0.17499923706054688,0,1,0,0,0,1,443,52538,streaming
52,-1,1185,1,1339,-1,1561,1,1458,1,52,-1,155,1,52,-1,0.08893013000488281,0.6170272827148438,0.5021095275878906,0.10895729064941406,0.3590583801269531,0.36597251892089844,0.29587745666503906,51459,52,2864,23,9,9,20,4.302024841308594,0.6170272827148438,0,1,0,0,0,1,443,52538,streaming
1339,-1,52,-1,52,-1,1458,1,2864,1,4270,1,2864,1,2864,1,0.00095367431640625,0.029087066650390625,0.2799034118652344,0.06198883056640625,0.0629425048828125,0.0591278076171875,0.06198883056640625,84437,52,7082,27,5,4,28,2.001047134399414,0.2799034118652344,0,1,0,0,1,1,443,52538,streaming
2864,1,7082,1,5676,1,1458,1,8488,1,7082,1,5676,1,4270,1,0.06198883056640625,0.06699562072753906,0.0019073486328125,0.06508827209472656,0.06699562072753906,0.07295608520507812,0.00095367431640625,75722,52,8488,20,12,12,19,1.9268989562988281,0.23794174194335938,0,1,0,0,0,1,443,52538,streaming
2864,1,1458,1,2864,1,4270,1,1458,1,1458,1,52,-1,52,-1,0.00095367431640625,0.05888938903808594,0.06318092346191406,0.05698204040527344,0.06389617919921875,0.09298324584960938,0.00095367431640625,54240,52,4270,22,10,10,22,4.482030868530273,2.5801658630371094,0,1,0,0,1,1,443,52538,streaming
169,1,52,-1,169,1,52,-1,169,-1,52,1,169,-1,52,1,0.2930164337158203,0.308990478515625,0.30803680419921875,3.679037094116211,0.39196014404296875,13.047933578491211,0.4181861877441406,6010,52,1458,14,18,27,1,866.793155670166,740.8590316772461,0,1,0,0,1,1,52538,443,streaming
169,-1,169,1,52,-1,681,1,52,-1,169,-1,1458,-1,1458,-1,1.1279582977294922,0.30517578125,0.5710124969482422,0.3178119659423828,3.712177276611328,14.48202133178711,0.029802322387695312,22820,52,2864,10,22,16,12,165.68994522094727,86.26890182495117,0,1,0,0,1,1,52538,443,streaming
1458,-1,1458,-1,1458,-1,1965,-1,169,1,52,1,52,1,1561,-1,0.025987625122070312,0.0021457672119140625,0.028848648071289062,0.03409385681152344,0.4489421844482422,0.2529621124267578,3.628969192504883,36829,52,2864,11,21,8,18,11.074066162109375,3.628969192504883,0,1,0,0,0,1,52538,443,streaming
52,1,286,1,1458,-1,1458,-1,1458,-1,1458,-1,464,-1,52,1,0.1361370086669922,0.23794174194335938,0.03790855407714844,0.04315376281738281,0.04792213439941406,0.00095367431640625,0.40793418884277344,41993,52,4270,12,20,7,19,4.614114761352539,0.8699893951416016,0,1,0,0,0,1,52538,443,streaming
52,1,361,-1,1458,-1,2864,-1,1458,-1,1458,-1,2864,-1,52,1,0.12302398681640625,0.16307830810546875,0.03600120544433594,0.03504753112792969,0.03886222839355469,0.0400543212890625,0.22101402282714844,45734,52,4306,10,22,10,19,4.168033599853516,0.4010200500488281,0,1,0,0,0,1,52538,443,streaming
1458,-1,4270,-1,1458,-1,1458,-1,2864,-1,1458,-1,4270,-1,52,1,0.06008148193359375,0.05412101745605469,0.0019073486328125,0.05793571472167969,0.19598007202148438,0.06413459777832031,0.05698204040527344,55451,52,4270,5,27,6,26,7.484197616577148,4.395008087158203,0,1,0,0,0,1,52538,443,streaming
1458,-1,1458,-1,2864,-1,1458,-1,2864,-1,2864,-1,2864,-1,2864,-1,0.032901763916015625,0.03814697265625,0.03790855407714844,0.041961669921875,0.04315376281738281,0.04482269287109375,0.04696846008300781,63479,52,4481,8,24,8,23,6.171941757202148,1.1208057403564453,0,1,0,0,0,1,52538,443,streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,635,1,52,1,0.025987625122070312,0.025033950805664062,0.02288818359375,0.025033950805664062,0.024080276489257812,0.03600120544433594,0.32591819763183594,48983,52,4270,7,25,7,24,2.4118423461914062,0.7419586181640625,0,1,0,0,0,1,52538,443,streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,2864,-1,2864,-1,2864,-1,0.034809112548828125,0.03814697265625,0.00095367431640625,0.03695487976074219,0.04100799560546875,0.04291534423828125,0.04601478576660156,64945,52,4270,3,29,2,28,1.9757747650146484,0.48995018005371094,0,1,0,0,0,1,52538,443,streaming
4270,-1,2864,-1,2864,-1,4270,-1,2864,-1,4270,-1,2864,-1,4270,-1,0.05698204040527344,0.05793571472167969,0.0629425048828125,0.06008148193359375,0.06198883056640625,0.06103515625,0.0629425048828125,73890,52,4270,5,27,5,26,1.9488334655761719,0.3399848937988281,0,1,0,0,0,1,52538,443,streaming
2864,-1,4270,-1,2864,-1,4270,-1,52,1,2864,-1,4270,-1,2864,-1,0.06008148193359375,0.06079673767089844,0.06413459777832031,0.04100799560546875,0.017881393432617188,0.06198883056640625,0.06103515625,70532,52,4270,8,24,8,22,2.0220279693603516,0.41103363037109375,0,1,0,0,0,1,52538,443,streaming
169,1,1561,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,4.379034042358398,0.013113021850585938,0.013828277587890625,0.023126602172851562,0.03695487976074219,0.025033950805664062,0.025987625122070312,43498,52,2864,8,24,5,25,12.11404800415039,4.379034042358398,0,1,0,0,1,1,52538,443,streaming
52,1,52,1,52,1,52,1,1458,-1,4270,-1,1458,-1,1458,-1,0.00095367431640625,0.00095367431640625,0.4620552062988281,0.23698806762695312,0.05602836608886719,0.05698204040527344,0.00095367431640625,71195,52,4270,7,25,7,24,1.9109249114990234,0.4620552062988281,0,1,0,0,0,1,52538,443,streaming
52,1,52,1,52,1,1458,1,1458,-1,4270,-1,1458,-1,1458,-1,0.011920928955078125,0.1049041748046875,2.1440982818603516,0.07486343383789062,0.06008148193359375,0.06008148193359375,0.00095367431640625,73769,52,4270,8,24,6,25,3.56292724609375,2.1440982818603516,0,1,0,0,0,1,52538,443,streaming
52,1,1458,-1,4270,-1,1458,-1,1458,-1,2864,-1,4270,-1,1458,-1,1.016855239868164,0.05602836608886719,0.05602836608886719,0.00095367431640625,0.0591278076171875,0.0629425048828125,0.06008148193359375,76700,52,4270,5,27,4,27,3.599882125854492,1.016855239868164,0,1,0,0,0,1,52538,443,streaming
4270,-1,1458,-1,4270,-1,2864,-1,2864,-1,4270,-1,2864,-1,2864,-1,0.048160552978515625,0.054836273193359375,0.05412101745605469,0.05698204040527344,0.06008148193359375,0.06103515625,0.06079673767089844,94309,52,4270,3,29,3,29,1.5621185302734375,0.06198883056640625,0,1,0,0,0,1,52538,443,streaming
2864,-1,1458,-1,52,1,2864,-1,4270,-1,2864,-1,1458,-1,1458,-1,0.00095367431640625,0.02193450927734375,0.03814697265625,0.06103515625,0.06103515625,0.06079673767089844,0.06198883056640625,57804,52,4270,9,23,8,24,2.001047134399414,0.5779266357421875,0,1,0,0,1,1,52538,443,streaming
2864,-1,2864,-1,2864,-1,2864,-1,4270,-1,2864,-1,2864,-1,2864,-1,0.06103515625,0.06198883056640625,0.06103515625,0.06198883056640625,0.0629425048828125,0.06008148193359375,0.06079673767089844,80384,52,4270,4,28,3,29,2.727985382080078,1.077890396118164,0,1,0,0,0,1,52538,443,streaming
4270,-1,2864,-1,4270,-1,2864,-1,2864,-1,1456,1,52,1,52,1,0.06198883056640625,0.06008148193359375,0.06103515625,0.06198883056640625,0.04982948303222656,0.0021457672119140625,0.00095367431640625,78003,52,4270,5,27,4,27,2.440929412841797,0.5669593811035156,0,1,0,0,0,1,52538,443,streaming
2864,-1,1458,-1,52,1,169,1,52,1,52,1,1458,-1,2864,-1,0.06103515625,0.0059604644775390625,0.00095367431640625,0.08702278137207031,0.015020370483398438,0.029087066650390625,0.06198883056640625,49346,52,4270,11,21,10,20,2.9370784759521484,1.1098384857177734,0,1,0,0,0,1,52538,443,streaming
2864,-1,2864,-1,2864,-1,4270,-1,2864,-1,4270,-1,2864,-1,4270,-1,0.05412101745605469,0.054836273193359375,0.05817413330078125,0.05888938903808594,0.0629425048828125,0.06008148193359375,0.06413459777832031,72911,52,4270,6,26,5,26,1.8680095672607422,0.2110004425048828,0,1,0,0,0,1,52538,443,streaming
2864,-1,4270,-1,4270,-1,2864,-1,2864,-1,4270,-1,2864,-1,4270,-1,0.06198883056640625,0.06103515625,0.06198883056640625,0.06103515625,0.06198883056640625,0.05984306335449219,0.06198883056640625,80620,52,4270,5,27,5,27,3.2758712768554688,1.5578269958496094,0,1,0,0,0,1,52538,443,streaming
4270,-1,2864,-1,4270,-1,4270,-1,2864,-1,1458,-1,1458,1,4270,-1,0.05984306335449219,0.06198883056640625,0.06198883056640625,0.06008148193359375,0.06103515625,0.0069141387939453125,0.05698204040527344,70581,52,4270,8,24,7,25,2.702951431274414,0.9031295776367188,0,1,0,0,0,1,52538,443,streaming
2864,-1,4270,-1,2864,-1,4270,-1,4270,-1,2864,-1,52,1,52,1,0.06198883056640625,0.05984306335449219,0.06413459777832031,0.06389617919921875,0.0591278076171875,0.03981590270996094,0.0011920928955078125,79785,52,4270,6,26,5,26,3.3659934997558594,1.3010501861572266,0,1,0,0,0,1,52538,443,streaming
169,1,52,-1,169,-1,52,1,169,1,52,-1,681,1,52,-1,0.4050731658935547,3.8080215454101562,0.3819465637207031,0.6530284881591797,0.3421306610107422,0.7328987121582031,0.36907196044921875,10581,52,1561,16,16,23,4,35.44807434082031,13.899803161621094,0,1,0,0,1,1,52538,443,streaming
169,1,52,-1,169,1,52,-1,169,1,52,-1,169,-1,169,1,0.21982192993164062,0.3731250762939453,0.308990478515625,0.46706199645996094,0.3159046173095703,3.757953643798828,12.089014053344727,13460,52,1458,11,21,22,6,101.17793083190918,46.65112495422363,0,1,0,0,1,1,52538,443,streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,52,1,52,1,0.0247955322265625,0.023126602172851562,0.025033950805664062,0.025987625122070312,0.028848648071289062,0.3151893615722656,0.1609325408935547,27744,52,1561,9,23,11,17,6.302833557128906,2.1991729736328125,0,1,0,0,0,1,52538,443,streaming
1458,-1,1458,-1,52,1,169,1,1458,-1,2864,-1,1458,-1,1458,-1,0.030994415283203125,0.1609325408935547,0.01621246337890625,0.09489059448242188,0.030040740966796875,0.031948089599609375,0.03600120544433594,33807,52,2864,8,24,9,19,2.7179718017578125,0.32210350036621094,0,1,0,0,0,1,52538,443,streaming
52,1,1561,-1,52,1,1561,-1,2864,-1,1458,-1,2864,-1,52,1,0.36406517028808594,0.5428791046142578,1.2030601501464844,0.03600120544433594,0.08106231689453125,0.04792213439941406,0.35190582275390625,33743,52,2864,10,22,11,19,45.09401321411133,21.13485336303711,0,1,0,0,0,1,52538,443,streaming
1458,-1,2516,-1,52,1,52,1,52,1,1177,-1,52,1,169,1,0.03504753112792969,0.3910064697265625,0.012874603271484375,40.891170501708984,0.27680397033691406,0.4031658172607422,0.6840229034423828,15860,52,2516,15,17,23,8,1650.007963180542,847.161054611206,0,1,0,0,0,1,52538,443,streaming
169,-1,52,1,169,-1,52,1,169,1,52,-1,169,1,52,-1,0.5109310150146484,0.34809112548828125,0.7350444793701172,42.929887771606445,0.3509521484375,0.5481243133544922,0.2980232238769531,23315,52,2864,14,18,22,10,2880.9149265289307,1524.209976196289,0,1,0,0,1,1,52538,443,streaming
169,1,52,1,52,1,52,1,1561,-1,1458,-1,2864,-1,1458,-1,0.16808509826660156,0.19407272338867188,0.00095367431640625,0.4978179931640625,0.17905235290527344,0.051975250244140625,0.050067901611328125,36116,52,2864,13,19,10,18,3.359079360961914,0.4978179931640625,0,1,0,0,1,1,52538,443,streaming
1458,-1,52,1,453,-1,52,1,169,1,1458,-1,1458,-1,258,-1,0.07700920104980469,0.04696846008300781,0.1380443572998047,0.13780593872070312,0.09417533874511719,0.06198883056640625,0.00095367431640625,27435,52,2864,13,19,14,14,10.828971862792969,2.4690628051757812,0,1,0,0,1,1,52538,443,streaming
1458,-1,464,-1,52,1,403,1,1458,-1,4270,-1,1458,-1,1458,-1,0.00095367431640625,0.2589225769042969,0.18906593322753906,0.22101402282714844,0.0629425048828125,0.06008148193359375,0.2028942108154297,43196,52,4270,10,22,6,17,4.616022109985352,0.43201446533203125,0,1,0,0,1,1,52538,443,streaming
637,1,2864,-1,1458,-1,670,-1,52,1,52,1,286,1,1458,-1,0.04315376281738281,0.052928924560546875,0.10514259338378906,0.12993812561035156,0.1590251922607422,0.1838207244873047,0.09012222290039062,37319,52,4270,13,19,7,15,4.647016525268555,0.4940032958984375,0,1,0,0,1,1,52538,443,streaming
52,1,361,-1,2864,-1,1458,-1,403,1,52,1,361,-1,1458,-1,0.2129077911376953,0.048160552978515625,0.033855438232421875,0.31304359436035156,0.010967254638671875,0.32901763916015625,0.052928924560546875,32296,52,4270,12,20,7,14,4.137992858886719,0.3581047058105469,0,1,0,0,0,1,52538,443,streaming
2864,1,4270,1,1458,1,1458,1,52,-1,4270,1,4270,1,2864,1,0.05602836608886719,0.054836273193359375,0.06008148193359375,0.00095367431640625,0.06198883056640625,0.06103515625,0.06198883056640625,51852,52,4270,23,9,9,22,2.5959014892578125,1.1239051818847656,0,1,0,0,0,1,443,52538,streaming
1458,1,1458,1,1458,1,1458,1,1458,1,1458,1,1458,1,2864,1,0.027894973754882812,0.027894973754882812,0.031232833862304688,0.034809112548828125,0.03218650817871094,0.03790855407714844,0.03886222839355469,57032,52,4270,28,4,4,27,1.458883285522461,0.2799034118652344,0,1,0,0,0,1,443,52538,streaming
2864,1,2864,1,52,-1,2864,1,2864,1,1458,1,294,1,1339,-1,0.049114227294921875,0.016927719116210938,0.03314018249511719,0.052928924560546875,0.05507469177246094,0.0019073486328125,0.15997886657714844,62521,52,4270,23,9,7,23,2.043008804321289,0.4200935363769531,0,1,0,0,0,1,443,52538,streaming
1458,1,2864,1,1458,1,1458,1,1458,1,2864,1,2864,1,2864,1,0.030040740966796875,0.03600120544433594,0.03910064697265625,0.39696693420410156,0.04291534423828125,0.041961669921875,0.047206878662109375,77586,52,4270,28,4,3,29,1.7380714416503906,0.39696693420410156,0,1,0,0,0,1,443,52538,streaming
2864,1,4270,1,1458,1,1458,1,4270,1,2864,1,2220,1,1458,1,0.06198883056640625,0.06103515625,0.0019073486328125,0.06008148193359375,0.06198883056640625,0.06198883056640625,0.0021457672119140625,79756,52,4270,29,3,3,29,1.558065414428711,0.10585784912109375,0,1,0,0,0,1,443,52538,streaming
169,-1,52,-1,52,-1,1458,1,52,-1,1458,1,52,-1,52,-1,0.0019073486328125,0.057220458984375,0.00095367431640625,0.0019073486328125,0.06008148193359375,0.07891654968261719,0.0021457672119140625,62239,52,4270,22,10,10,22,1.3439655303955078,0.07891654968261719,0,1,0,0,1,1,443,52538,streaming
1458,1,2864,1,2864,1,4270,1,1458,1,1458,1,1458,1,1458,1,0.052928924560546875,0.06198883056640625,0.06604194641113281,0.05602836608886719,0.0019073486328125,0.06198883056640625,0.0591278076171875,77467,52,7082,26,6,4,28,1.544952392578125,0.1900196075439453,0,1,0,0,0,1,443,52538,streaming
2864,1,1458,1,2864,1,2864,1,4270,1,2864,1,52,-1,984,1,0.06198883056640625,0.0021457672119140625,0.05984306335449219,0.06198883056640625,0.06103515625,0.5669593811035156,0.2491474151611328,67492,52,4270,30,2,2,29,4.210948944091797,1.3091564178466797,0,1,0,0,0,1,443,52538,streaming
1339,-1,52,-1,1458,1,4270,1,2864,1,4270,1,4270,1,1458,1,0.0019073486328125,0.102996826171875,0.06103515625,0.06198883056640625,0.06103515625,0.06413459777832031,0.05698204040527344,86600,52,4270,27,5,4,27,1.5139579772949219,0.102996826171875,0,1,0,0,1,1,443,52538,streaming
2864,1,4270,1,1458,1,1458,1,1458,1,1458,1,52,-1,1458,1,0.06079673767089844,0.06008148193359375,0.0050067901611328125,0.06604194641113281,0.12993812561035156,0.041961669921875,0.0209808349609375,68074,52,5676,26,6,6,26,1.3217926025390625,0.12993812561035156,0,1,0,0,0,1,443,52538,streaming
2864,1,4270,1,2864,1,52,-1,52,-1,52,-1,1458,1,433,1,0.064849853515625,0.06198883056640625,0.04410743713378906,0.0019073486328125,0.0011920928955078125,0.011920928955078125,0.0019073486328125,50035,52,4270,21,11,8,22,4.245996475219727,0.5700588226318359,0,1,0,0,0,1,443,52538,streaming
2864,1,52,-1,1458,1,2864,1,2864,1,4270,1,2864,1,3348,1,0.03600120544433594,0.02002716064453125,0.0019073486328125,0.05507469177246094,0.05984306335449219,0.06222724914550781,0.06079673767089844,72448,52,4270,30,2,2,30,3.8340091705322266,2.4089813232421875,0,1,0,0,0,1,443,52538,streaming
169,1,52,-1,169,-1,52,1,169,1,52,-1,681,1,52,-1,0.4329681396484375,3.6308765411376953,0.41103363037109375,0.4229545593261719,0.4031658172607422,0.4818439483642578,0.35500526428222656,11049,52,2864,14,18,23,3,121.43683433532715,41.5949821472168,0,1,0,0,1,1,52538,443,streaming
169,-1,52,1,169,1,52,-1,681,1,52,-1,169,-1,52,1,0.2741813659667969,0.476837158203125,0.18906593322753906,0.3590583801269531,0.2269744873046875,3.6759376525878906,0.39505958557128906,19691,52,4270,13,19,19,8,32.77015686035156,14.786958694458008,0,1,0,0,1,1,52538,443,streaming
169,1,52,-1,52,1,403,1,258,-1,52,-1,1458,-1,1458,-1,0.10991096496582031,0.1049041748046875,0.492095947265625,0.053882598876953125,0.14019012451171875,0.04792213439941406,0.0438690185546875,18481,52,1561,14,18,12,10,5.324840545654297,0.492095947265625,0,1,0,0,1,1,52538,443,streaming
52,-1,286,1,1561,-1,1458,-1,52,-1,169,1,155,-1,1458,-1,0.41604042053222656,0.1518726348876953,0.00095367431640625,0.051021575927734375,0.40411949157714844,0.2868175506591797,0.06914138793945312,24194,52,2864,11,21,10,13,5.262851715087891,0.43082237243652344,0,1,0,0,0,1,52538,443,streaming
1458,-1,286,1,1458,-1,4270,-1,1458,-1,52,1,670,-1,2864,-1,0.41484832763671875,0.07796287536621094,0.06318092346191406,0.05984306335449219,0.38504600524902344,0.06794929504394531,0.37407875061035156,43502,52,4270,10,22,5,17,3.9238929748535156,0.41484832763671875,0,1,0,0,0,1,52538,443,streaming
52,1,286,1,2864,-1,2864,-1,52,1,773,-1,403,1,1458,-1,0.17690658569335938,0.16117095947265625,0.04506111145019531,0.031948089599609375,0.015020370483398438,0.3650188446044922,0.13780593872070312,43062,52,4270,11,21,10,17,3.982067108154297,0.5660057067871094,0,1,0,0,0,1,52538,443,streaming
52,1,2864,-1,2864,-1,4270,-1,1458,-1,52,1,52,-1,52,1,0.05888938903808594,0.06103515625,0.06198883056640625,0.06103515625,0.032901763916015625,0.15115737915039062,0.04696846008300781,44649,52,4270,10,22,10,20,2.1119117736816406,0.2231597900390625,0,1,0,0,0,1,52538,443,streaming
1458,-1,1082,-1,52,1,52,1,2864,-1,52,1,1105,1,2864,-1,0.0019073486328125,0.14400482177734375,0.09298324584960938,0.22411346435546875,0.010967254638671875,0.031948089599609375,0.0171661376953125,52879,52,4270,10,22,7,20,2.4220943450927734,0.3681182861328125,0,1,0,0,1,1,52538,443,streaming
1458,-1,1458,-1,167,1,2864,-1,52,1,2864,-1,4270,-1,1458,-1,0.17499923706054688,0.04792213439941406,0.011920928955078125,0.05602836608886719,0.0050067901611328125,0.06103515625,0.06103515625,46326,52,4270,11,21,10,19,2.5789737701416016,0.5970001220703125,0,1,0,0,1,1,52538,443,streaming
4270,-1,4270,-1,2864,-1,4270,-1,2864,-1,4270,-1,4270,-1,2864,-1,0.06198883056640625,0.06103515625,0.06413459777832031,0.05984306335449219,0.06008148193359375,0.06198883056640625,0.06103515625,82340,52,4270,6,26,7,25,1.6031265258789062,0.1289844512939453,0,1,0,0,0,1,52538,443,streaming
52,1,4270,-1,1458,-1,2864,-1,2864,-1,2864,-1,2864,-1,2864,-1,0.052928924560546875,0.06103515625,0.00095367431640625,0.06103515625,0.06008148193359375,0.0629425048828125,0.06103515625,61080,52,4270,8,24,9,22,1.3370513916015625,0.06389617919921875,0,1,0,0,0,1,52538,443,streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,2864,-1,1458,-1,1458,-1,0.025033950805664062,0.025033950805664062,0.03695487976074219,0.029087066650390625,0.030994415283203125,0.031948089599609375,0.03504753112792969,48385,52,4270,9,23,8,23,1.2021064758300781,0.0820159912109375,0,1,0,0,0,1,52538,443,streaming
1458,1,1458,1,1458,1,1458,1,52,-1,1458,1,1458,1,1458,1,0.025033950805664062,0.029087066650390625,0.032901763916015625,0.0591278076171875,0.07796287536621094,0.03695487976074219,0.030040740966796875,50548,52,4270,24,8,7,24,2.4900436401367188,0.5960464477539062,0,1,0,0,0,1,443,52538,streaming
2864,1,1458,1,2864,1,2864,1,1458,-1,1458,1,4270,1,2421,1,0.06198883056640625,0.00095367431640625,0.06008148193359375,0.06389617919921875,0.19097328186035156,0.06318092346191406,0.05888938903808594,57574,52,4270,25,7,5,27,1.4650821685791016,0.3190040588378906,0,1,0,0,0,1,443,52538,streaming
52,-1,1458,1,4270,1,1458,1,1458,1,2864,1,4270,1,1458,1,0.08988380432128906,0.05602836608886719,0.05507469177246094,0.00095367431640625,0.05888938903808594,0.06103515625,0.06198883056640625,57250,52,4270,26,6,6,25,1.447916030883789,0.3020763397216797,0,1,0,0,0,1,443,52538,streaming
1458,1,2864,1,2864,1,1458,1,2864,1,2864,1,2864,1,2864,1,0.03910064697265625,0.041961669921875,0.041961669921875,0.04601478576660156,0.04696846008300781,0.050067901611328125,0.050067901611328125,51562,52,4270,24,8,7,24,2.5670528411865234,0.4761219024658203,0,1,0,0,0,1,443,52538,streaming
2864,1,2864,1,2864,1,2864,1,2864,1,2864,1,2864,1,52,-1,0.04506111145019531,0.04696846008300781,0.04887580871582031,0.051021575927734375,0.051975250244140625,0.05817413330078125,0.05698204040527344,86508,52,4270,27,5,5,27,1.5311241149902344,0.07390975952148438,0,1,0,0,1,1,443,52538,streaming
1458,1,1458,1,4270,1,2864,1,4270,1,52,-1,169,-1,2864,1,0.00095367431640625,0.06008148193359375,0.06103515625,0.06389617919921875,0.028133392333984375,0.00095367431640625,0.031948089599609375,85461,52,4270,27,5,5,26,1.4090538024902344,0.06413459777832031,0,1,0,0,1,1,443,52538,streaming
4270,1,2864,1,1458,1,2864,1,2864,1,4270,1,2864,1,1458,1,0.06198883056640625,0.0629425048828125,0.00095367431640625,0.06008148193359375,0.06103515625,0.05984306335449219,0.06198883056640625,75593,52,4270,27,5,3,28,1.4498233795166016,0.09512901306152344,0,1,0,0,0,1,443,52538,streaming
1458,1,1458,1,52,-1,52,-1,752,1,52,-1,52,-1,52,-1,0.00095367431640625,0.031948089599609375,0.0011920928955078125,0.030994415283203125,0.007867813110351562,0.00095367431640625,0.14710426330566406,58108,52,4270,23,9,9,21,1.5079975128173828,0.14710426330566406,0,1,0,0,0,1,443,52538,streaming
1458,1,4270,1,1458,1,1458,1,4270,1,2864,1,1458,1,2864,1,0.05793571472167969,0.05793571472167969,0.00095367431640625,0.06318092346191406,0.06103515625,0.05984306335449219,0.00095367431640625,91648,1458,4270,32,0,0,32,1.703023910522461,0.10609626770019531,0,1,0,0,0,1,443,52538,streaming
4270,1,2864,1,4270,1,2864,1,52,-1,52,-1,1458,-1,1337,-1,0.06103515625,0.06198883056640625,0.06198883056640625,0.03695487976074219,0.010013580322265625,0.012874603271484375,0.012159347534179688,65681,52,4270,21,11,8,23,4.985809326171875,3.5321712493896484,0,1,0,0,0,1,443,52538,streaming
1458,1,1458,1,2864,1,2864,1,4270,1,1458,1,1454,-1,1458,1,0.00095367431640625,0.05316734313964844,0.05602836608886719,0.05698204040527344,0.05793571472167969,0.15807151794433594,0.18286705017089844,84614,52,4270,29,3,2,30,1.8169879913330078,0.18286705017089844,0,1,0,0,1,1,443,52538,streaming
1458,1,1458,1,1458,1,52,-1,1458,1,7082,1,7082,1,52,-1,0.06103515625,0.00095367431640625,0.1251697540283203,0.04601478576660156,0.06198883056640625,0.06198883056640625,0.11181831359863281,103715,52,8488,25,7,6,25,2.074003219604492,0.1850128173828125,0,1,0,0,0,1,443,52538,streaming
169,1,52,-1,169,-1,52,1,153,1,52,-1,537,1,52,-1,0.3609657287597656,34.35993194580078,0.4870891571044922,0.6039142608642578,0.3330707550048828,0.3840923309326172,0.34499168395996094,11402,52,2864,15,17,23,3,213.59896659851074,58.779001235961914,0,1,0,0,1,1,52538,443,streaming
153,1,52,-1,153,-1,52,1,169,1,52,-1,286,1,52,-1,0.3409385681152344,34.16109085083008,0.4608631134033203,650.6891250610352,0.2849102020263672,0.4749298095703125,0.26607513427734375,8938,52,1561,16,16,26,3,4529.654026031494,3757.622003555298,0,1,0,0,1,1,52538,443,streaming
52,1,52,-1,169,1,52,-1,169,1,52,-1,249,1,52,-1,0.10395050048828125,0.6930828094482422,0.1709461212158203,0.3829002380371094,0.308990478515625,1.1920928955078125,0.3159046173095703,12575,52,2864,15,17,22,5,122.9410171508789,109.91692543029785,0,1,0,0,0,1,52538,443,streaming
52,-1,403,1,52,-1,169,1,52,-1,1561,-1,1458,-1,1458,-1,0.6349086761474609,0.3910064697265625,0.43702125549316406,0.3509521484375,1.3811588287353516,0.009775161743164062,0.025033950805664062,29467,52,1561,8,24,10,18,5.465984344482422,1.3811588287353516,0,1,0,0,0,1,52538,443,streaming
52,1,1458,-1,169,1,52,1,567,-1,1458,-1,754,1,1458,-1,0.14090538024902344,0.17309188842773438,0.13709068298339844,0.2529621124267578,0.033855438232421875,0.3521442413330078,0.015020370483398438,37419,52,2864,10,22,8,19,4.440069198608398,1.2629032135009766,0,1,0,0,0,1,52538,443,streaming
191,-1,52,1,52,1,52,1,1458,-1,403,1,1458,-1,1458,-1,0.0059604644775390625,0.15783309936523438,0.12922286987304688,0.08177757263183594,0.0030994415283203125,0.016927719116210938,0.025033950805664062,37661,52,2864,10,22,8,20,2.640962600708008,0.4050731658935547,0,1,0,0,1,1,52538,443,streaming
