len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label,split,biflow_id,vpn
1458,1,2864,1,4270,1,52,-1,52,-1,52,-1,167,-1,1458,-1,0.0629425048828125,0.00095367431640625,0.02002716064453125,0.030040740966796875,0.050067901611328125,0.23984909057617188,0.028133392333984375,38106,52,4270,20,12,10,21,2.466917037963867,1.0230541229248047,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
2864,1,1458,1,2864,1,2864,1,1458,1,2864,1,2864,1,2864,1,0.04410743713378906,0.0438690185546875,0.04696846008300781,0.049114227294921875,0.051021575927734375,0.052928924560546875,0.05602836608886719,63401,52,4270,24,8,6,26,1.5909671783447266,0.1862049102783203,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
2864,1,1265,-1,2864,1,2864,1,4270,1,4270,1,2864,1,4270,1,0.03504753112792969,0.026941299438476562,0.06103515625,0.06103515625,0.06198883056640625,0.06103515625,0.06198883056640625,92970,52,4270,28,4,3,29,1.5239715576171875,0.06222724914550781,0,1,0,0,1,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
52,-1,52,-1,2864,1,4270,1,52,-1,52,-1,1458,1,4270,1,0.00095367431640625,0.032901763916015625,0.06198883056640625,0.05412101745605469,0.00095367431640625,0.010013580322265625,0.06198883056640625,63643,52,4270,22,10,10,22,1.3508796691894531,0.14090538024902344,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
1458,-1,1458,1,1458,1,1458,-1,52,-1,2864,1,1458,1,4270,1,0.010013580322265625,0.0629425048828125,0.00095367431640625,0.0021457672119140625,0.06008148193359375,0.00095367431640625,0.05984306335449219,57223,52,4270,20,12,8,22,1.4719963073730469,0.1678466796875,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
1458,1,1458,1,4270,1,2864,1,1458,1,2864,1,2864,1,1458,1,0.0,0.06198883056640625,0.0591278076171875,0.06008148193359375,0.00095367431640625,0.05984306335449219,0.06318092346191406,88245,52,4270,30,2,2,29,1.4710426330566406,0.06318092346191406,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
1458,1,52,-1,52,-1,1458,1,1333,1,1458,1,2864,1,1458,1,0.0438690185546875,0.0030994415283203125,0.015020370483398438,0.00095367431640625,0.00095367431640625,0.05793571472167969,0.05817413330078125,67736,52,4270,23,9,6,26,1.4538764953613281,0.15497207641601562,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
2864,1,1458,1,1458,-1,52,-1,52,-1,63,-1,52,-1,52,-1,0.06318092346191406,0.052928924560546875,0.0019073486328125,0.0209808349609375,0.07796287536621094,0.012159347534179688,0.015974044799804688,56497,52,4270,21,11,10,22,1.4650821685791016,0.1609325408935547,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
4270,1,2864,1,1458,1,2864,1,2864,1,4270,1,1458,1,4270,1,0.06103515625,0.06198883056640625,0.0011920928955078125,0.05984306335449219,0.06103515625,0.06008148193359375,0.0629425048828125,81092,52,7082,28,4,4,27,1.5201568603515625,0.09393692016601562,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
52,-1,52,-1,1458,1,52,-1,52,-1,52,-1,1458,1,4270,1,0.0019073486328125,0.009059906005859375,0.017881393432617188,0.00095367431640625,0.08916854858398438,0.164031982421875,0.05984306335449219,41496,52,4270,19,13,10,21,1.6689300537109375,0.3688335418701172,0,1,0,0,0,1,1194,47774,meet,test,VPN/OpenVPN|meet|1,VPN/OpenVPN
104,1,104,-1,96,1,613,1,96,-1,1494,-1,1494,-1,1494,-1,4.00996208190918,1.3668537139892578,0.4150867462158203,3.8459300994873047,14.934062957763672,0.0021457672119140625,0.011920928955078125,17086,96,1494,14,18,17,8,97.25284576416016,19.26398277282715,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
668,-1,1494,-1,1494,-1,1494,-1,1494,-1,1494,-1,1494,-1,1494,-1,0.0209808349609375,0.013828277587890625,0.02002716064453125,0.01811981201171875,0.018835067749023438,0.023126602172851562,0.024080276489257812,40280,96,2988,8,24,8,23,7.383823394775391,3.1418800354003906,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,4482,-1,96,1,1494,-1,1494,-1,96,1,1494,-1,1494,-1,0.05602836608886719,0.031948089599609375,0.025033950805664062,0.4458427429199219,0.03409385681152344,0.03600120544433594,0.06103515625,50070,96,4482,8,24,8,24,5.494832992553711,1.0879039764404297,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
2988,-1,2988,-1,1494,-1,96,1,96,1,1494,-1,2988,-1,2988,-1,0.05984306335449219,0.00095367431640625,0.308990478515625,0.46515464782714844,0.102996826171875,0.06103515625,0.00095367431640625,54456,96,2988,7,25,7,25,3.9060115814208984,0.5500316619873047,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
96,1,1494,-1,96,1,96,1,1494,-1,1494,-1,2988,-1,1494,-1,0.025987625122070312,0.4971027374267578,0.2338886260986328,0.06413459777832031,0.06103515625,0.00095367431640625,0.00095367431640625,52962,96,2988,7,25,7,25,2.490997314453125,0.5211830139160156,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,2988,-1,2988,-1,2988,-1,1494,-1,96,1,96,1,96,1,0.00095367431640625,0.06008148193359375,0.00095367431640625,0.05984306335449219,0.0782012939453125,0.33402442932128906,0.014781951904296875,50166,96,2988,9,23,9,23,1.7838478088378906,0.33402442932128906,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,1494,-1,1494,-1,96,1,96,1,96,1,96,1,1494,-1,0.00095367431640625,0.00095367431640625,0.42510032653808594,0.0209808349609375,0.009059906005859375,0.015020370483398438,0.16999244689941406,45300,96,2988,5,27,5,27,1.5120506286621094,0.42510032653808594,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
96,1,1494,-1,1494,-1,1494,-1,1494,-1,1494,-1,1494,-1,1494,-1,0.0591278076171875,0.06103515625,0.00095367431640625,0.00095367431640625,0.05888938903808594,0.0011920928955078125,0.00095367431640625,43902,96,2988,6,26,6,26,1.4491081237792969,0.22101402282714844,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,1494,-1,1494,-1,2988,-1,1494,-1,1494,-1,1494,-1,1494,-1,0.00095367431640625,0.06198883056640625,0.00095367431640625,0.0011920928955078125,0.05888938903808594,0.00095367431640625,0.00095367431640625,46986,96,2988,7,25,7,25,0.9288787841796875,0.1571178436279297,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,2988,-1,1494,-1,1494,-1,96,1,96,1,96,1,96,1,0.00095367431640625,0.00095367431640625,0.05793571472167969,0.04696846008300781,0.0011920928955078125,0.15783309936523438,0.1480579376220703,49782,96,2988,5,27,5,27,1.3229846954345703,0.26106834411621094,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,2988,-1,1494,-1,96,1,1494,-1,1494,-1,1494,-1,2988,-1,0.0011920928955078125,0.00095367431640625,0.02384185791015625,0.030994415283203125,0.0011920928955078125,0.064849853515625,0.00095367431640625,49590,96,2988,3,29,3,29,0.6821155548095703,0.064849853515625,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1494,-1,2988,-1,1494,-1,2988,-1,1494,-1,1494,-1,1494,-1,1494,-1,0.00095367431640625,0.0591278076171875,0.00095367431640625,0.06198883056640625,0.00095367431640625,0.00095367431640625,0.06008148193359375,49686,96,2988,4,28,4,28,0.9629726409912109,0.17714500427246094,0,0,0,0,0,0,0,0,meet,train,VPN/PPTP|meet|0,VPN/PPTP
1492,1,4476,1,1492,1,2984,1,1492,1,2984,1,1492,1,1492,1,0.0011920928955078125,0.05888938903808594,0.00095367431640625,0.06198883056640625,0.36907196044921875,0.00095367431640625,0.06008148193359375,63040,94,4476,28,4,4,28,1.455068588256836,0.36907196044921875,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
94,-1,1492,1,94,-1,94,-1,94,-1,94,-1,1492,1,1492,1,0.01621246337890625,0.05888938903808594,0.017881393432617188,0.0021457672119140625,0.012874603271484375,0.16117095947265625,0.05888938903808594,63134,94,4476,27,5,5,27,1.251220703125,0.24080276489257812,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
1492,1,2984,1,1492,1,94,-1,94,-1,1492,1,2984,1,1492,1,0.0011920928955078125,0.06079673767089844,0.04410743713378906,0.0019073486328125,0.46515464782714844,0.05984306335449219,0.0011920928955078125,52878,94,2984,25,7,7,25,1.9850730895996094,0.8518695831298828,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
1492,1,2984,1,1492,1,1492,1,1492,1,1492,1,1492,1,1492,1,0.00095367431640625,0.05817413330078125,0.06198883056640625,0.00095367431640625,0.05984306335449219,0.0011920928955078125,0.00095367431640625,55204,1492,2984,32,0,0,32,0.7979869842529297,0.06222724914550781,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
2984,1,2984,1,1492,1,1492,1,2984,1,1492,1,1492,1,2984,1,0.06413459777832031,0.00095367431640625,0.06008148193359375,0.00095367431640625,0.05984306335449219,0.0011920928955078125,0.00095367431640625,58564,94,4476,28,4,4,28,0.6849765777587891,0.06413459777832031,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
1492,1,2984,1,1492,1,1492,1,1492,1,1492,1,1492,1,2984,1,0.00095367431640625,0.00095367431640625,0.0591278076171875,0.00095367431640625,0.00095367431640625,0.06103515625,0.00095367431640625,56696,1492,2984,32,0,0,32,0.8070468902587891,0.06198883056640625,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
1492,1,1492,1,1492,1,1492,1,1492,1,1492,1,1492,1,1492,1,0.00095367431640625,0.0629425048828125,0.00095367431640625,0.06008148193359375,0.00095367431640625,0.00095367431640625,0.07605552673339844,48120,94,2984,28,4,4,28,0.8800029754638672,0.07605552673339844,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
2984,1,1492,1,1492,1,2984,1,1492,1,1492,1,1492,1,1492,1,0.0011920928955078125,0.05984306335449219,0.00095367431640625,0.0011920928955078125,0.05888938903808594,0.00095367431640625,0.00095367431640625,64344,94,4476,30,2,2,30,1.293182373046875,0.4820823669433594,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
2984,1,2984,1,1492,1,1492,1,1492,1,1492,1,1492,1,2984,1,0.06198883056640625,0.09918212890625,0.05984306335449219,0.00095367431640625,0.06103515625,0.00095367431640625,0.06103515625,67422,94,4476,29,3,3,29,1.1441707611083984,0.09918212890625,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
1492,1,1492,1,1492,1,1492,1,1492,1,94,-1,94,-1,1492,1,0.06103515625,0.11801719665527344,0.06198883056640625,0.00095367431640625,0.064849853515625,0.0021457672119140625,0.011920928955078125,67328,94,4476,30,2,2,30,1.3589859008789062,0.23484230041503906,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
2984,1,1492,1,1492,1,1492,1,1492,1,2984,1,2984,1,1492,1,0.06008148193359375,0.4398822784423828,0.247955322265625,0.06103515625,0.00095367431640625,0.06222724914550781,0.00095367431640625,62758,94,4476,31,1,1,31,2.3949146270751953,0.6921291351318359,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
94,-1,1492,1,1492,1,2984,1,1492,1,1492,1,2984,1,1492,1,0.008106231689453125,0.7419586181640625,0.06198883056640625,0.00095367431640625,0.06008148193359375,0.00095367431640625,0.05984306335449219,65836,94,4476,30,2,2,30,4.228115081787109,0.8578300476074219,0,0,0,0,0,0,1701,1701,meet,test,VPN/L2TP|meet|0,VPN/L2TP
211,1,191,1,102,1,102,-1,94,1,611,1,94,-1,1492,-1,0.16808509826660156,479.65097427368164,4.199028015136719,1.1820793151855469,0.7178783416748047,4.143953323364258,14.436006546020508,13581,94,1492,17,15,21,6,563.148021697998,479.65097427368164,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,622,-1,106,1,94,1,174,1,292,1,94,-1,1492,-1,0.00095367431640625,1.2171268463134766,0.010013580322265625,2.755880355834961,0.011920928955078125,4.25410270690918,134.8118782043457,32370,94,1492,9,23,9,20,149.21188354492188,134.8118782043457,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,1492,-1,1492,-1,1492,-1,2984,-1,94,1,1492,-1,1492,-1,0.5497932434082031,0.04506111145019531,0.00095367431640625,0.04100799560546875,0.009059906005859375,0.6339550018310547,0.050067901611328125,40848,94,2984,6,26,6,26,5.9108734130859375,1.0230541229248047,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,1492,-1,2984,-1,1492,-1,1492,-1,94,1,94,1,1492,-1,0.00095367431640625,0.00095367431640625,0.05698204040527344,0.00095367431640625,0.09894371032714844,0.15616416931152344,0.2789497375488281,39450,94,2984,7,25,7,25,2.664804458618164,0.8091926574707031,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
94,1,94,1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,0.14901161193847656,0.13113021850585938,0.05793571472167969,0.00095367431640625,0.0019073486328125,0.0011920928955078125,0.054836273193359375,37958,94,1492,7,25,7,25,2.0859241485595703,0.4010200500488281,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,1492,-1,1492,-1,1492,-1,94,1,1492,-1,1492,-1,1492,-1,0.06103515625,0.00095367431640625,0.0021457672119140625,0.1380443572998047,0.22292137145996094,0.0629425048828125,0.00095367431640625,39450,94,2984,7,25,7,25,1.7290115356445312,0.5648136138916016,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,1492,-1,1492,-1,2984,-1,1492,-1,1492,-1,1492,-1,94,1,0.0629425048828125,0.00095367431640625,0.0011920928955078125,0.06079673767089844,0.0021457672119140625,0.00095367431640625,0.14591217041015625,43644,94,2984,4,28,4,28,1.569986343383789,0.33092498779296875,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,0.0019073486328125,0.0011920928955078125,0.05984306335449219,0.0021457672119140625,0.00095367431640625,0.05888938903808594,0.0021457672119140625,46534,94,2984,3,29,3,29,1.004934310913086,0.2980232238769531,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
94,1,94,1,94,1,94,1,1492,-1,1492,-1,1492,-1,1492,-1,0.015974044799804688,0.015020370483398438,0.00095367431640625,0.11205673217773438,0.06103515625,0.00095367431640625,0.5769729614257812,36748,94,2984,10,22,10,22,1.7499923706054688,0.5769729614257812,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
2984,-1,1492,-1,1492,-1,2984,-1,1492,-1,1492,-1,1492,-1,1492,-1,0.0011920928955078125,0.05698204040527344,0.0019073486328125,0.2269744873046875,0.06198883056640625,0.00095367431640625,0.0011920928955078125,49518,94,2984,3,29,3,29,0.9021759033203125,0.2269744873046875,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
94,1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,1492,-1,0.42819976806640625,0.0629425048828125,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.05698204040527344,0.0011920928955078125,40848,94,2984,6,26,6,26,1.7170906066894531,0.43201446533203125,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1492,-1,1492,-1,2984,-1,1492,-1,2984,-1,1492,-1,1492,-1,1492,-1,0.06198883056640625,0.00095367431640625,0.06413459777832031,0.0019073486328125,0.05602836608886719,0.00095367431640625,0.0011920928955078125,49424,94,2984,2,30,2,30,0.7350444793701172,0.07700920104980469,0,0,0,0,0,0,1701,1701,meet,train,VPN/L2TP|meet|1,VPN/L2TP
1604,1,1604,1,1604,1,1480,1,1604,1,124,1,1604,1,1480,1,0.0011920928955078125,0.00095367431640625,0.051975250244140625,0.00095367431640625,0.00095367431640625,0.05602836608886719,0.00095367431640625,36768,124,1604,32,0,9,23,0.5002021789550781,0.06604194641113281,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,124,1,1604,1,1604,1,124,-1,1480,1,124,1,1604,1,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.048160552978515625,0.017881393432617188,0.00095367431640625,0.0011920928955078125,30972,124,1604,28,4,13,19,0.5848407745361328,0.07700920104980469,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,1604,1,1480,1,124,1,1480,1,124,-1,124,-1,124,-1,0.03981590270996094,0.0011920928955078125,0.00095367431640625,1.1370182037353516,0.47898292541503906,0.014066696166992188,0.0019073486328125,22092,124,1604,21,11,19,13,2.1398067474365234,1.1370182037353516,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1480,1,1604,1,124,1,1604,1,1604,1,1480,1,1604,1,124,1,0.0011920928955078125,0.00095367431640625,0.032901763916015625,0.00095367431640625,0.03600120544433594,0.0011920928955078125,0.00095367431640625,43308,124,1604,32,0,5,27,0.49614906311035156,0.051975250244140625,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,1480,1,124,1,1604,1,1604,1,1480,1,1604,1,1604,1,0.05793571472167969,0.0011920928955078125,0.00095367431640625,0.00095367431640625,0.05507469177246094,0.00095367431640625,0.00095367431640625,31468,124,1604,24,8,13,19,0.5481243133544922,0.08392333984375,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,1480,1,1604,1,1604,1,124,1,1604,1,1604,1,1480,1,0.0629425048828125,0.00095367431640625,0.00095367431640625,0.0011920928955078125,0.00095367431640625,0.0019073486328125,0.06103515625,41704,124,1604,32,0,6,26,0.49996376037597656,0.07295608520507812,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,124,1,1480,1,124,1,1480,1,124,1,1480,1,124,1,0.07605552673339844,0.0820159912109375,0.00095367431640625,0.1480579376220703,0.02002716064453125,0.02288818359375,0.00095367431640625,33808,124,1604,32,0,11,21,0.7069110870361328,0.1480579376220703,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,1604,1,1604,1,1480,1,1604,1,1604,1,124,1,1480,1,0.041961669921875,0.00095367431640625,0.04410743713378906,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.04410743713378906,37016,124,1604,32,0,9,23,0.8258819580078125,0.3440380096435547,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1604,1,1480,1,124,1,1604,1,1480,1,124,1,1480,1,124,1,0.028133392333984375,0.00095367431640625,0.032901763916015625,0.0011920928955078125,0.00095367431640625,0.031948089599609375,0.00095367431640625,29616,124,1604,26,6,14,18,0.431060791015625,0.041961669921875,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1480,1,124,1,124,-1,124,-1,1480,1,124,1,1604,1,124,-1,0.00095367431640625,0.0030994415283203125,0.03600120544433594,0.0059604644775390625,0.00095367431640625,0.0011920928955078125,0.033855438232421875,26780,124,1604,23,9,16,16,0.3731250762939453,0.05698204040527344,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
1480,1,124,1,124,-1,124,-1,124,-1,124,-1,124,-1,124,-1,0.0011920928955078125,0.5259513854980469,0.012874603271484375,0.0021457672119140625,0.015974044799804688,0.017881393432617188,0.019073486328125,28136,124,1604,24,8,15,17,1.024007797241211,0.5259513854980469,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
124,1,1480,1,1604,1,124,1,1480,1,1604,1,124,1,1480,1,0.04982948303222656,0.00095367431640625,0.0011920928955078125,0.05793571472167969,0.00095367431640625,0.00095367431640625,0.0011920928955078125,32328,124,1604,32,0,11,20,0.7998943328857422,0.2071857452392578,0,0,0,0,0,0,13231,31026,meet,calibration,VPN/WireGuard|meet|0,VPN/WireGuard
124,1,124,-1,124,1,636,1,124,-1,1480,-1,124,-1,1480,-1,4.192829132080078,0.9851455688476562,0.45990943908691406,4.004001617431641,14.449119567871094,0.00095367431640625,0.028848648071289062,12868,124,1604,15,17,21,5,70.2829360961914,14.449119567871094,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
1604,-1,1604,-1,636,-1,124,1,124,1,124,1,124,1,204,1,0.013113021850585938,0.011920928955078125,1.0030269622802734,0.011920928955078125,0.010013580322265625,0.1480579376220703,1.2040138244628906,26644,124,1604,7,25,13,15,10.447978973388672,4.225015640258789,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
124,1,124,1,124,1,124,1,124,1,124,1,124,1,124,1,0.027894973754882812,0.015974044799804688,0.013113021850585938,0.016927719116210938,0.00095367431640625,0.0171661376953125,0.018835067749023438,20860,124,3084,13,19,22,10,5.570888519287109,3.013134002685547,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
124,1,124,1,124,1,124,1,1480,-1,124,-1,1480,-1,1604,-1,0.14781951904296875,0.023126602172851562,0.017881393432617188,0.36406517028808594,0.00095367431640625,0.04601478576660156,0.00095367431640625,20860,124,1604,14,18,20,12,2.373933792114258,0.9210109710693359,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,124,1,0.04506111145019531,0.0019073486328125,0.0021457672119140625,0.00095367431640625,0.0019073486328125,0.0011920928955078125,0.025033950805664062,17528,124,1480,11,21,22,10,2.135038375854492,0.5810260772705078,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
1480,-1,124,-1,124,1,124,1,124,1,124,1,124,1,124,1,0.0011920928955078125,0.6380081176757812,0.29778480529785156,0.01811981201171875,0.016927719116210938,0.0021457672119140625,0.016927719116210938,21720,124,1604,7,25,19,13,2.1011829376220703,0.6380081176757812,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,124,1,124,1,0.0011920928955078125,0.02384185791015625,0.0011920928955078125,0.02193450927734375,0.00095367431640625,0.0059604644775390625,0.015020370483398438,18884,124,1480,11,21,21,11,0.80108642578125,0.4150867462158203,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,0.00095367431640625,0.0011920928955078125,0.034809112548828125,0.0011920928955078125,0.5469322204589844,0.00095367431640625,0.0400543212890625,27268,124,1604,0,32,15,17,2.28118896484375,0.7631778717041016,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,0.051021575927734375,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.0011920928955078125,0.041961669921875,14940,124,1480,15,17,23,8,0.9679794311523438,0.2551078796386719,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,0.00095367431640625,0.051021575927734375,0.0011920928955078125,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.00095367431640625,25664,124,1480,0,32,16,16,0.6220340728759766,0.26297569274902344,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,0.0011920928955078125,0.052928924560546875,0.0019073486328125,0.0011920928955078125,0.00095367431640625,0.00095367431640625,0.00095367431640625,18884,124,1480,10,22,21,11,1.360177993774414,0.36907196044921875,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
124,1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,124,-1,1480,-1,1.786947250366211,0.0021457672119140625,0.05507469177246094,0.0019073486328125,0.00095367431640625,0.00095367431640625,0.0011920928955078125,25664,124,1480,1,31,16,16,2.248048782348633,1.786947250366211,0,0,0,0,0,0,31026,13231,meet,train,VPN/WireGuard|meet|1,VPN/WireGuard
144,1,144,-1,144,1,656,1,144,-1,1500,-1,56,-1,1556,-1,4.0950775146484375,1.1827945709228516,0.4410743713378906,3.873109817504883,14.518976211547852,0.00095367431640625,0.010013580322265625,13188,56,1556,15,17,21,5,81.1610221862793,17.892122268676758,0,0,0,0,0,0,4500,4500,meet,train,VPN/L2TP IPsec|meet|0,VPN/L2TP IPsec
1556,-1,2228,-1,160,1,160,1,144,1,224,1,336,1,144,-1,0.012159347534179688,1.1568069458007812,0.025987625122070312,0.20313262939453125,2.349853515625,0.030994415283203125,4.176139831542969,27904,56,2228,8,24,13,16,16.51597023010254,4.176139831542969,0,0,0,0,0,0,4500,4500,meet,train,VPN/L2TP IPsec|meet|0,VPN/L2TP IPsec
1500,-1,56,-1,144,1,1500,-1,56,-1,1500,-1,56,-1,1500,-1,0.0171661376953125,1.2159347534179688,1.1129379272460938,0.00095367431640625,0.010013580322265625,0.0011920928955078125,0.012874603271484375,25128,56,1556,2,30,16,16,3.7920475006103516,1.2159347534179688,0,0,0,0,0,0,4500,4500,meet,train,VPN/L2TP IPsec|meet|0,VPN/L2TP IPsec
56,-1,144,1,1500,-1,56,-1,1500,-1,56,-1,1500,-1,1556,-1,0.26798248291015625,0.47206878662109375,0.0021457672119140625,0.033855438232421875,0.00095367431640625,0.00095367431640625,0.0011920928955078125,23972,56,1556,4,28,17,15,3.9191246032714844,1.096963882446289,0,0,0,0,0,0,4500,4500,meet,train,VPN/L2TP IPsec|meet|0,VPN/L2TP IPsec
